TrainingDataset,HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,MCARTA2.0_score,MCARTA2_FDR,MCARTA2_LIST,MCARTA2_EVIDENCE,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_PrimarySubcellularLocalization_2015
Tmito,81689,69046,Isca1,1810010A06Rik|Hbld2|Q9D924,iron-sulfur cluster assembly 1 homolog (S. cerevisiae),ENSMUSG00000044792,129,2,MitoDomain,NA,1.55,OrthologMitoHighConf,Ortholog,75-100pure,36.1215,0,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",chr13,59755414,59769789,13,13,117,3.28E+09,83,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.8,8.5,8.6,8.5,,7.5,7.7,7.3,8,7.9,7.9,7.7,8.8,8.8,
Tmito,3419,67834,Idh3a,1110003P10Rik|1500012E04Rik|AA407078|AI316514|Q9D6R2,isocitrate dehydrogenase 3 (NAD+) alpha,ENSMUSG00000032279,366,3,SharedDomain,40,2.98,OrthologMitoHighConf,Homolog,50-75pure,36.0312,0,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr9,54586510,54604662,14,43,3341,3.57E+11,70,all 14,10.6,10.3,10.8,10.3,10.5,9.4,10.6,10.5,10.5,10.3,10.2,9.9,10.3,9.9,"Mitochondria (APE, Supportive)"
Tmito,4719,227197,Ndufs1,5830412M15Rik|9930026A05Rik|Q91VD9,NADH dehydrogenase (ubiquinone) Fe-S protein 1,ENSMUSG00000025968,727,3,MitoDomain,47,1.65,NoMitoHomolog,Ortholog,75-100pure,35.8677,0,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",chr1,63143591,63176822,14,61,6001,4.88E+11,81,all 14,10.7,10.5,10.7,10.6,10.9,10.1,10.6,10.7,10.4,10.5,10.4,10.5,10.2,9.9,"Mitochondria (APE, Supportive)"
Tmito,549,11992,Auh,C77140|W91705|Q9JLZ3,AU RNA binding protein/enoyl-coenzyme A hydratase,ENSMUSG00000021460,314,2,SharedDomain,43,1.01,OrthologMitoLowConf,Homolog,75-100pure,35.736,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr13,52835109,52929677,14,28,678,3.62E+10,76,all 14,9.7,9.4,9.9,9.9,9.2,9.2,9.2,8,9.5,8.7,8.4,9.3,9.1,9,
Tmito,10939,69597,Afg3l2,2310036I02Rik|AW260507|Emv66|par|Q8JZQ2,AFG3(ATPase family gene 3)-like 2 (yeast),ENSMUSG00000024527,802,2,MitoDomain,44,1.56,HomologMitoLowConf,Homolog,50-75pure,35.712,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",chr18,67404763,67449136,14,75,1472,3.76E+10,72,all 14,9.5,9.6,9.5,9.3,9.8,9.2,8.9,8.9,9.5,9.4,9.7,9,9.3,9.4,"Mitochondria (APE, Supportive)"
Tmito,23203,66865,Pmpca,1200002L24Rik|4933435E07Rik|Alpha-MPP|P-55|Q9DC61,peptidase (mitochondrial processing) alpha,ENSMUSG00000026926,524,1,MitoDomain,27,-0.55,OrthologMitoHighConf,Homolog,50-75pure,35.6796,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++",chr2,26389347,26397121,14,31,576,1.60E+10,66,all 14,8.5,8.2,8.2,8.5,9.2,8.4,8.4,8.4,9.4,9.1,8.9,8.7,9.8,9.3,"Mitochondria (Staining, Uncertain)"
Tmito,1353,69802,Cox11,2010004I09Rik|Q6P8I6,cytochrome c oxidase assembly protein 11,ENSMUSG00000020544,275,2,MitoDomain,27,1.38,OrthologMitoHighConf,Ortholog,50-75ambig,35.3696,0,1,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",chr11,90638183,90645977,6,8,24,8.66E+07,50,"cerebrum, cerebellum, spinalcord, skeletalmuscle, largeintestine, placenta",7.2,7.3,,7.2,,,,5.9,,,7.2,,7.3,,
Tmito,8803,20916,Sucla2,4930547K18Rik|Q9Z2I9,"succinate-Coenzyme A ligase, ADP-forming, beta subunit",ENSMUSG00000022110,463,1,SharedDomain,39,2.1,OrthologMitoLowConf,Homolog,75-100pure,35.2673,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",chr14,73552785,73596142,14,43,2385,1.45E+11,78,all 14,9.9,9.4,10,9.9,9.9,9.8,10.4,10,9.8,10.3,9.7,9.9,9.8,10.4,"Mitochondria (APE, Supportive)"
Tmito,23395,102436,Lars2,AI035546|Kiaa0028|LEURS|Q8VDC0,"leucyl-tRNA synthetase, mitochondrial",ENSMUSG00000035202,902,2,SharedDomain,42,,OrthologMitoHighConf,Ortholog,50-75pure,35.0697,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",chr9,123366939,123462664,14,52,359,6.97E+09,60,all 14,8.8,8.7,8.6,7.6,9.4,7.8,8,8.7,8.8,6.7,9,8.2,8.5,8.6,"Nucleus;Nucleoli (APE, Uncertain)"
Tmito,539,28080,Atp5o,ATPO|D12Wsu28e|OSCP|Q9DB20,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",ENSMUSG00000022956,213,2,MitoDomain,NA,1.34,OrthologMitoHighConf,Ortholog,75-100pure,34.8673,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",chr16,91925222,91931630,14,34,2965,7.14E+11,85,all 14,10.9,10.8,11,10.6,10.8,10.7,10.9,10.2,10.5,10.7,10.7,10.6,10.5,10.2,"Mitochondria (APE, Supportive)"
Tmito,26589,67308,Mrpl46,3110052F15Rik|C15orf4|C80107|LIECG2|P2ECSL|Q9EQI8,mitochondrial ribosomal protein L46,ENSMUSG00000030612,283,2,SharedDomain,41,3.04,OrthologMitoHighConf,NoHomolog,50-75pure,34.7936,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",chr7,78775340,78783089,11,16,133,2.49E+09,52,"cerebrum, cerebellum, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, placenta, testis",7.9,7.4,,8,8.2,8.4,7.6,,8.2,8.3,8.4,,8.9,8.5,"Mitochondria (APE, Supportive)"
Tmito,1355,226139,Cox15,2900026G05Rik|Q8BJ03,cytochrome c oxidase assembly protein 15,ENSMUSG00000040018,413,2,MitoDomain,41,,OrthologMitoHighConf,Ortholog,0-25pure,34.661,0,1,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression++, MS/MS",chr19,43733253,43753000,11,9,111,1.19E+09,24,"cerebrum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,,7.6,7.2,7.9,7.8,,,7.7,7.9,8.2,7.8,8.7,8.1,
Tmito,7388,66576,Uqcrh,2210416J04Rik|2310021J10Rik|2610041P16Rik|P99028,ubiquinol-cytochrome c reductase hinge protein,ENSMUSG00000063882,89,,MitoDomain,43,0.94,OrthologMitoHighConf,NoHomolog,75-100pure,34.6159,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",chr4,116066964,116075070,14,13,390,4.03E+10,87,all 14,9.4,9.3,9.6,9.2,8.7,9.3,9.5,9.1,9.6,9.9,9.7,9.4,9.2,9.4,
Tmito,192286,67044,Higd2a,2010110M21Rik|AA690237|Q9CQJ1,"HIG1 domain family, member 2A",ENSMUSG00000025868,106,,MitoDomain,42,0.99,OrthologMitoHighConf,NoHomolog,75-100pure,34.6159,0,1,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",chr13,54590230,54591147,14,8,212,3.29E+09,91,all 14,8.6,8.6,8.1,8.2,8.5,7.7,8,7.6,7.6,8,9,8.5,8.1,7.5,
Tmito,26519,30059,Timm10,Tim13|Timm13a|P62073,translocase of inner mitochondrial membrane 10,ENSMUSG00000027076,90,,MitoDomain,47,2.88,OrthologMitoHighConf,NoHomolog,50-75pure,34.2436,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",chr2,84827020,84830213,12,11,134,2.69E+09,70,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.7,8.5,8.3,8,,8.3,,6.7,8.5,8.7,8.3,7.7,8.2,8.2,"Mitochondria (APE, Supportive)"
Tmito,2110,66841,Etfdh,0610010I20Rik|AV001013|Q921G7,"electron transferring flavoprotein, dehydrogenase",ENSMUSG00000027809,616,,MitoDomain,40,2.68,OrthologMitoHighConf,NoHomolog,50-75pure,34.2436,0,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",chr3,79603787,79628767,14,47,1837,1.63E+11,60,all 14,9.5,9,9.5,9.4,10.4,10.5,10.5,10,10.1,10.1,9.9,10,9.8,9.9,
Tmito,1892,93747,Echs1,C80529|Q8BH95,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial",ENSMUSG00000025465,290,1,SharedDomain,30,0.96,OrthologMitoLowConf,Homolog,75-100pure,34.013,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",chr7,140105722,140116423,14,31,1830,2.11E+11,84,all 14,10.2,9.8,10.3,10,10.2,10.6,10.3,8.8,10.5,9.9,10.1,10.1,10,10.1,"Mitochondria (APE, Supportive)"
Tmito,3030,97212,Hadha,C77020|Mtpa|Q8BMS1,"hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",ENSMUSG00000025745,763,1,SharedDomain,42,,OrthologMitoLowConf,Homolog,75-100pure,33.9296,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",chr5,30118303,30154980,14,75,8296,8.84E+11,82,all 14,10.2,10.2,10.5,10.5,10.9,11,11.2,10.8,10.9,10.9,10.9,10.8,10.7,10.7,"Mitochondria (APE, Supportive)"
Tmito,593,12039,Bckdha,Q3U3J1,"branched chain ketoacid dehydrogenase E1, alpha polypeptide",ENSMUSG00000060376,446,1,MitoDomain,32,,OrthologMitoLowConf,Homolog,50-75pure,33.6567,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++",chr7,25629851,25658761,11,27,204,8.02E+09,71,"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",7.4,,,7.1,8.8,9.3,8.6,7.8,9.3,,7.8,9.5,7.5,8,
Tmito,1431,12974,Cs,2610511A05Rik|9030605P22Rik|BB234005|Cis|ahl4|Q9CZU6,citrate synthase,ENSMUSG00000005683,464,3,SharedDomain,48,2.32,OrthologMitoLowConf,Homolog,50-75pure,33.5076,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr10,128337831,128362479,14,33,3539,3.46E+11,59,all 14,10.4,10,10.3,10.2,10.1,10,10.8,10.4,10.4,10.7,10.2,10.5,10.4,10.2,"Mitochondria (APE, Supportive)"
Tpossible_mito,8802,56451,Suclg1,1500000I01Rik|Sucla1|Q9WUM5,"succinate-CoA ligase, GDP-forming, alpha subunit",ENSMUSG00000052738,346,3,SharedDomain,44,1.59,OrthologMitoLowConf,Homolog,50-75pure,33.5076,0,1,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr6,73248504,73276907,14,24,1738,1.36E+11,54,all 14,9.9,9.4,10,10,10,10,10.4,9.2,9.9,10.1,10.2,9.7,10,10.2,"Mitochondria (APE, Supportive)"
Tmito,1337,12861,Cox6a1,VIaL|P43024,cytochrome c oxidase subunit VIa polypeptide 1,ENSMUSG00000041697,112,1,MitoDomain,25,1.44,OrthologMitoLowConf,NoHomolog,50-75pure,33.2076,0,1,"literature, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",chr5,115345653,115348955,14,6,629,1.31E+11,70,all 14,10,9.5,10,9.9,10.4,10,9,7.9,9.8,10.3,10.2,10,9.9,9.8,
Tmito,35,11409,Acads,AI196007|Bcd-1|Bcd1|Hdlq8|SCAD|Q07417,"acyl-Coenzyme A dehydrogenase, short chain",ENSMUSG00000029545,412,1,MitoDomain,42,0.97,NoMitoHomolog,NoHomolog,75-100pure,33.133,0,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",chr5,115110298,115119346,14,36,1365,1.22E+11,90,all 14,8.1,8,8.1,8.2,10.3,10.3,10.1,9.4,10.2,10,10.3,9.9,10,9.7,"Nucleus but not nucleoli;Centrosome (APE, Supportive)"
Tmito,4729,72900,Ndufv2,2900010C23Rik|Q9D6J6,NADH dehydrogenase (ubiquinone) flavoprotein 2,ENSMUSG00000024099,248,1,NA,47,1.84,NoMitoHomolog,Ortholog,75-100pure,32.8664,0,1,"literature, APEX_matrix, targetP signal+, Rickettsial homolog, induction, coexpression++, MS/MS++",chr17,66078794,66101559,14,20,970,9.35E+10,89,all 14,10.1,10,10,10,9.9,9.5,10,9.3,9.8,9.5,9.9,9.7,9.5,9.2,
Tmito,55699,381314,Iars2,2010002H18Rik|C79125|Q8BIJ6,"isoleucine-tRNA synthetase 2, mitochondrial",ENSMUSG00000026618,1012,2,SharedDomain,42,,OrthologMitoHighConf,Homolog,50-75pure,32.7397,0,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",chr1,185286661,185329401,14,68,2100,1.04E+11,64,all 14,10,10,10.1,9,10.1,9.5,9.6,9.7,10,9.3,10,9.6,9.9,10.1,"Mitochondria (APE, Supportive)"
Tmito,51004,217707,Coq6,5930427M12Rik|AW742344|Q8R1S0,coenzyme Q6 homolog (yeast),ENSMUSG00000021235,476,2,SharedDomain,38,0.79,OrthologMitoHighConf,Ortholog,25-50pure,32.6657,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",chr12,84361967,84373796,13,15,137,3.56E+09,37,"cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7,,8.1,8.5,8.4,8.9,8.6,8.8,8.5,8.2,8.4,8.2,8,
Tmito,521,11958,Atp5k,2610008D24Rik|Atp5i|Lfm1|Q06185,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E",ENSMUSG00000050856,71,5,MitoDomain,49,,OrthologMitoHighConf,NoHomolog,75-100pure,32.5318,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS++",chr5,108433252,108434378,14,17,985,9.12E+10,87,all 14,9.9,9.7,9.9,9.5,10.2,9.7,9.8,9,9.7,10,10.1,9.9,9.6,9.5,"Mitochondria (APE, Supportive)"
Tmito,3420,170718,Idh3b,C78231|Q91VA7,isocitrate dehydrogenase 3 (NAD+) beta,ENSMUSG00000027406,384,1,SharedDomain,20,2.08,OrthologMitoLowConf,Homolog,50-75pure,32.3919,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",chr2,130279308,130284451,14,38,1404,1.63E+11,68,all 14,10.3,9.9,10.5,9.8,10.1,8.8,10.3,10.3,10.2,10,9.9,9.6,10,9.6,"Mitochondria (APE, Supportive)"
Tmito,4700,67130,Ndufa6,14kDa|2700038D15Rik|B230217P19Rik|Q9CQZ5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)",ENSMUSG00000022450,131,2,MitoDomain,47,1.73,NoMitoHomolog,NoHomolog,75-100pure,32.3002,0,1,"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",chr15,82350138,82354291,14,17,833,1.35E+11,84,all 14,10.1,9.9,10.3,10,10.3,9.8,10,9.4,9.8,10,9.9,10,9.9,9.4,
Tmito,3954,56384,Letm1,Q9Z2I0,leucine zipper-EF-hand containing transmembrane protein 1,ENSMUSG00000005299,738,2,MitoDomain,42,,OrthologMitoLowConf,NoHomolog,50-75pure,32.286,0,1,"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++",chr5,33741351,33782704,14,68,2396,1.02E+11,68,all 14,10,9.8,9.9,9.8,10.2,9.7,9.3,9.4,9.8,10.2,10.2,9.6,9.5,9.3,"Mitochondria (APE, Supportive)"
Tmito,91647,246782,Atpaf2,ATP12|ATP12p|Q91YY4,ATP synthase mitochondrial F1 complex assembly factor 2,ENSMUSG00000042709,298,1,MitoDomain,18,1.61,OrthologMitoHighConf,NoHomolog,50-75ambig,32.115,0,1,"literature, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",chr11,60400623,60417099,13,12,116,2.05E+09,56,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.4,8.3,8.3,7.9,,8.1,8.3,7.7,8.4,7.8,8.2,8.1,8.4,8,"Cytoplasm (APE, Supportive)"
Tmito,84816,170728,Rtn4ip1,D10Ertd690e|NIMP|Q924D0,reticulon 4 interacting protein 1,ENSMUSG00000019864,396,1,SharedDomain,40,0.96,HomologMitoHighConf,NoHomolog,75-100pure,32.0669,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++",chr10,43901806,43947862,14,28,299,1.07E+10,77,all 14,8.5,8.4,8.8,8.2,9.5,8.7,9.2,9,8.8,8.6,8.9,8.5,8.3,8.5,
Tmito,84545,94067,Mrpl43,4930442D21Rik|bMRP36a|Q5RL20,mitochondrial ribosomal protein L43,ENSMUSG00000025208,159,1,SharedDomain,21,1.57,OrthologMitoHighConf,NoHomolog,50-75pure,31.8218,0,1,"literature, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++",chr19,45005013,45006442,14,14,199,6.00E+09,70,all 14,8.6,8.4,8.7,8.1,9,8.5,8.1,8,8.6,8.7,9.1,8,8.7,8.6,
Tmito,83451,68758,Abhd11,1110054D16Rik|A630008N09Rik|Wbscr21|Q8K4F5,abhydrolase domain containing 11,ENSMUSG00000040532,307,1,SharedDomain,30,0.45,OrthologMitoHighConf,Homolog,50-75pure,31.7648,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++",chr5,135009151,135012175,13,15,177,5.56E+09,72,"cerebrum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.5,,7.7,8.6,8.8,8.7,8.7,7.6,9,8.6,9,7.7,8.6,8.8,"Mitochondria (APE, Supportive)"
Tmito,92609,66525,Timm50,2810403L02Rik|AU015082|TIM50L|Q9D880,translocase of inner mitochondrial membrane 50,ENSMUSG00000003438,353,1,SharedDomain,43,,OrthologMitoHighConf,NoHomolog,50-75pure,31.733,0,1,"literature, APEX_IMS, targetP signal+, yeast mito homolog++, mito protein domain, coexpression++, MS/MS++",chr7,28305825,28312046,14,20,372,1.50E+10,60,all 14,8.4,8.9,9,8.2,9.4,8.7,8.9,8.8,9.4,8.7,9,8.5,9.4,9.2,"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito,10573,68611,Mrpl28,1110015G04Rik|L28mt|MAAT1|MRP-L28|p15|Q9D1B9,mitochondrial ribosomal protein L28,ENSMUSG00000024181,257,2,SharedDomain,28,,OrthologMitoHighConf,Ortholog,75-100pure,31.6373,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",chr17,26123502,26126613,12,27,158,2.91E+09,89,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.6,7.9,7.9,,8,7.7,,8.5,8.5,8.8,7.7,8.9,8.4,"Mitochondria (APE, Supportive)"
Tmito,54949,66072,Sdhaf2,0610038F07Rik|AA407634|AW049997|Q8C6I2,succinate dehydrogenase complex assembly factor 2,ENSMUSG00000024668,164,2,MitoDomain,9,0.53,OrthologMitoHighConf,Ortholog,25-50ambig,31.5358,0,1,"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",chr19,10500511,10525209,13,9,79,8.50E+08,44,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,7.5,7.9,7.9,6.6,8.2,7.2,,7.8,7.9,7.7,7.5,8.1,8,
Tmito,4714,67264,Ndufb8,2900010I05Rik|AI987932|Q9D6J5,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8,ENSMUSG00000025204,186,1,MitoDomain,47,1.43,NoMitoHomolog,NoHomolog,50-75pure,31.5065,0,1,"literature, APEX_IMS, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression++, MS/MS++",chr19,44550253,44555415,14,13,481,6.06E+10,67,all 14,9.8,9.6,9.9,9.6,9.8,9.4,9.7,9.5,9.6,9.4,9.8,9.6,9.3,9.3,
Tmito,1738,13382,Dld,O08749,dihydrolipoamide dehydrogenase,ENSMUSG00000020664,509,2,SharedDomain,43,1.39,HomologMitoHighConf,Homolog,50-75pure,31.4471,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr12,31331561,31351471,14,39,4238,2.54E+11,74,all 14,10.2,9.7,10.1,10,10.5,9.8,10.6,10.2,10.5,10.6,9.9,10.2,10.3,10.1,"Mitochondria (APE, Supportive)"
Tmito,4723,17995,Ndufv1,CI-51kD|Q91YT0,NADH dehydrogenase (ubiquinone) flavoprotein 1,ENSMUSG00000037916,464,2,SharedDomain,45,1.14,NoMitoHomolog,Ortholog,75-100pure,31.306,0,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr19,4007498,4012755,14,40,1472,9.24E+10,87,all 14,9.8,9.2,9.6,9.5,10,9.4,10.3,9.8,9.8,10.2,9.5,9.9,9.7,9.2,
Tmito,4720,226646,Ndufs2,AL033311|Q91WD5,NADH dehydrogenase (ubiquinone) Fe-S protein 2,ENSMUSG00000013593,463,2,SharedDomain,45,0.71,NoMitoHomolog,Ortholog,75-100pure,31.306,0,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",chr1,171234859,171247112,14,30,1237,7.35E+10,76,all 14,9.7,9.2,9.5,9.4,9.8,9.4,10.1,9.8,9.7,10.1,9.5,9.9,9.6,9.2,"Mitochondria (APE, Supportive)"
Tmito,4976,74143,Opa1,1200011N24Rik|AI225888|AI847218|lilr3|mKIAA0567|P58281,optic atrophy 1,ENSMUSG00000038084,978,5,SharedDomain,45,1.09,OrthologMitoHighConf,NoHomolog,75-100pure,31.2616,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",chr16,29579333,29654602,14,107,2730,9.89E+10,80,all 14,10.3,10.4,10.2,9.6,10.1,9.5,9.3,9.4,9.6,9,9.4,9.4,9.4,9.4,"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito,10989,76614,Immt,1700082C19Rik|D830041H16Rik|HMP|P87|P87/89|P89|Q8CAQ8,"inner membrane protein, mitochondrial",ENSMUSG00000052337,757,2,MitoDomain,48,,HomologMitoHighConf,NoHomolog,75-100pure,31.25,0,1,"literature, targetP signal, yeast mito homolog, mito protein domain+, coexpression++, MS/MS++",chr6,71831319,71875266,14,93,8563,3.89E+11,93,all 14,10.6,10.5,10.6,10.4,10.9,10.1,10.4,10.4,10.4,10.2,10.4,10.4,10.2,10.2,"Mitochondria (APE, Supportive)"
Tmito,139322,68117,Apool,6720473G16Rik|9430083G14Rik|E130106L15Rik|Q78IK4,apolipoprotein O-like,ENSMUSG00000025525,265,5,MitoDomain,43,0.78,HomologMitoHighConf,NoHomolog,75-100pure,31.2392,0,1,"literature, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++",chrX,112311407,112372430,14,25,470,1.72E+10,88,all 14,8.4,8,8,8.6,9.2,8.8,9.3,7.9,9.6,9.2,9.3,9.1,9.3,9.1,"Mitochondria (APE, Uncertain)"
Tmito,9361,74142,Lonp1,1200017E13Rik|LON|Prss15|Q8CGK3,"lon peptidase 1, mitochondrial",ENSMUSG00000041168,949,1,SharedDomain,14,1.81,OrthologMitoLowConf,Homolog,50-75pure,31.2198,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",chr17,56614297,56626903,14,81,2693,1.39E+11,74,all 14,10,10.1,10,9,10.4,10,9.5,9.9,10,9.3,10.2,10,10,10,"Mitochondria (APE, Supportive)"
Tmito,5166,27273,Pdk4,AV005916|O70571,"pyruvate dehydrogenase kinase, isoenzyme 4",ENSMUSG00000019577,412,2,MitoDomain,18,1.77,OrthologMitoLowConf,NoHomolog,50-75pure,31.2027,0,1,"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",chr6,5483350,5496278,13,21,76,2.81E+09,63,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis",7.2,5.2,7.6,7.2,7.2,7.3,7.7,9.3,8.4,8.1,7.6,7.4,,7.9,
Tmito,25875,68614,Letmd1,1110019O13Rik|AI593524|BB130465|BB235638|HCCR-2|HCCR1|MCC-32|Mccr|Q924L1,LETM1 domain containing 1,ENSMUSG00000037353,360,2,MitoDomain,16,2.08,OrthologMitoLowConf,NoHomolog,50-75pure,31.2027,0,1,"GFP, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",chr15,100469033,100479252,11,20,160,2.41E+09,52,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis",8.3,8,7.3,7.7,7.8,7.3,,,9.1,8,7.6,,8.4,8.3,
